cboid,cbodesc,cbotrans,iscoid,iscodesc,cbo_currno,isco_currno
"1-99.60","Astrólogo","Astrologers","5151","Astrologers and related workers",725,277
"1-99.90","Outros trabalhadores das profissões científicas, técnicas, artísticas e trabalha","Other scientific, technical and artistic occupation professionals n.e.c.","3439","Administrative associate professionals not elsewhere classified",726,204
"2-1","MEMBROS SUPERIORES DOS PODERES LEGISLATIVO, EXECUTIVO E JUDICIÁRIO","","","",727,
"2-11","Membros superiores do poder legislativo","","","",728,
"2-11.20","Senador","Senators","1110","Legislators",729,4
"2-11.30","Deputado federal","Federal deputies","1110","Legislators",730,4
"2-11.35","Deputado estadual","State deputies","1110","Legislators",731,4
"2-11.40","Vereador","Councilors","1110","Legislators",732,4
"2-12","Membros superiores do poder executivo","","","",733,
"2-12.20","Membro superior do poder executivo","Senior members of the executive powers","1120","Senior government officials",734,6
"2-13","Membros superiores do poder judiciário","","","",735,
"2-13.20","Juiz federal","Federal judges","2422","Judges",736,104
"2-13.30","Juiz estadual","State judges","2422","Judges",737,104
"2-13.40","Juiz militar","Military judges","2422","Judges",738,104
"2-13.50","Juiz do trabalho","Occupational judges","2422","Judges",739,104
"2-13.60","Juiz eleitoral","Electoral judges","2422","Judges",740,104
"2-13.90","Outros membros superiores do poder judiciário","Other judiciary members","2422","Judges",741,104
"2-14","Funcionários públicos superiores","","","",742,
"2-14.20","Funcionário público federal superior","Federal public servants","3449","Customs, tax and related government associate professionals not elsewhere classi",743,210
"2-14.30","Funcionário público estadual superior","State public servants","3449","Customs, tax and related government associate professionals not elsewhere classi",744,210
"2-14.40","Funcionário público municipal superior","Municipal public servants","3449","Customs, tax and related government associate professionals not elsewhere classi",745,210
"2-14.90","Outros funcionários públicos superiores","Other senior public servants","3449","Customs, tax and related government associate professionals not elsewhere classi",746,210
"2-2","MEMBROS DA DIPLOMACIA","","","",747,
"2-21","Diplomatas","","","",748,
"2-21.20","Ministro (diplomacia)","Diplomats","1120","Senior government officials",749,6
"2-21.30","Conselheiro (diplomacia)","Counselors","1120","Senior government officials",750,6
"2-21.40","Secretário(diplomacia)","Secretaries","1120","Senior government officials",751,6
"2-21.90","Outros diplomatas","Other diplomats","1120","Senior government officials",752,6
"2-3","DIRETORES DE EMPRESAS","","","",753,
"2-31","Diretores de empresas manufatureiras","","","",754,
"2-31.20","Diretor de empresa manufatureira (produtos alimentares, bebidas e fumo)","Directors of manufacturing enterprises (food and beverages)","1312","General managers in manufacturing",755,38
"2-31.30","Diretor de empresa manufatureira (têxteis, vestuário, calçados e artefatos de co","Directors of manufacturing enterprises (textiles, shoes, clothes and leather)","1312","General managers in manufacturing",756,38
"2-31.40","Diretor de empresa manufatureira (produtos de madeira, inclusive mobiliário)","Directors of manufacturing enterprises (wood products, including furnishings)","1312","General managers in manufacturing",757,38
"2-31.50","Diretor de empresa manufatureira (papel, papelão e artes gráficas)","Directors of manufacturing enterprises (paper, cardboard and graphical arts)","1312","General managers in manufacturing",758,38
"2-31.60","Diretor de empresa manufatureira (substâncias e produtos químicos)","Directors of manufacturing enterprises (chemical products)","1312","General managers in manufacturing",759,38
"2-31.65","Diretor de empresa manufatureira (minerais não-metálicos, exceto produtos deriva","Directors of manufacturing enterprises (non-metallic minerals, except products d","1312","General managers in manufacturing",760,38
"2-31.70","Diretor de empresa manufatureira (metalurgia e siderurgia)","Directors of manufacturing enterprises (metallurgy and steel processing)","1312","General managers in manufacturing",761,38
"2-31.80","Diretor de empresa manufatureira (máquinas e equipamentos mecânicos)","Directors of manufacturing enterprises (machinery and mechanical equipment)","1312","General managers in manufacturing",762,38
"2-31.90","Outros diretores de empresas manufatureiras","Other manufacturing directors","1312","General managers in manufacturing",763,38
"2-32","Diretores de empresas agropecuárias, pesqueiras e extrativas","","","",764,
"2-32.20","Diretor de empresa agropecuária","Directors in agricultural enterprises","1311","General managers in agriculture, hunting, forestry and fishing",765,37
"2-32.30","Diretor de empresa pesqueira","Directors in fishing enterprises","1311","General managers in agriculture, hunting, forestry and fishing",766,37
"2-32.40","Diretor de empresa de extração de petróleo e gás natural","Directors of petroleum and natural gas extraction enterprises","1319","General managers not elsewhere classified",767,45
"2-32.50","Diretor de empresa de extração de minerais","Directors of mineral extraction enterprises","1319","General managers not elsewhere classified",768,45
